content,score,Label
"Padahal rajin Clear chace tiap habis buka aplikasi, tapi kenapa sejak pagi saya tidak bisa buka aplikasi nya..selalu ada tulisan sedang perbaikan mohon kembali kehalaman utama itu gimana ya, di tunggu penjelasan nya ya min..oiya update juga sudah berkali2",4,Positif
"tolong untuk aplikasi Shopee, jangan dihapus lah untuk opsi bisa ubah expedisi. karna biar ada kebebasan untuk pelanggan bisa memilih. kalau dipatenkan gitu tidak semua ke daerah expedisi yg telah ditentukan bisa ontime dan customer puas. tolong ini diperhatikan lagi. terima kasih.",2,
"saya mau rating aplikasi shopee ini. aplikasi shopee ini bagus. menurut. ku barang barang nya lebih lengkap dari pada lazada dan Tokopedia. tetapi ada juga kekurangan nya. Internet wifi saya lancar tapi kok pas saya buka shopee, malah gak ada koneksi. malah keluar bacaan ""halaman tidak tersedia"" jadi seperti itu tolong di perbaiki aplikasi nya, terimakasih.",4,Positif
"Perbaiki sistem keranjang..nge lag parah. Harus tutup paksa apk baru bisa di gunakan lagi shopeenya. Hapus keranjang satu satu swipe hampir setahun ini bner2 ngaco, udah lurus swipe kiri ga kedetek. Cara ceklis hapus 13 item lgsg lag. Buka keranjang aja lamanya minta ampun ga muncul. Dev team nya aware lagi ... Parah banget. Internet saya 25MBPS . ram 6GB. masa nge lag shopee. Harus force close. Pdhal sering di update. Perhatiin lah fitur nya.",1,Negatif
Semenjak update baru ini pengiriman reguler nggak bisa di pilih. Lansung otomatis dr aplikasi shope. Jadi tdk bisa pilih jnt. Gak mantap. Gak enak. Apa lg pengiriman di tempat kami lama. Yg cepat cuma jnt. Tolong lah kembalikan lagi sperti biasanya. Karna ini paket kami jd kendala lama di jalan. Sekarang update nya malah jd kayak lazada. Nggak enak. Nggak bagus.,3,
"Bintang 1 pun gabisa...harus nya bintang 0 Sejak kehadiran SPX ,semua barang yg di pesan jadi kendala... Pengiriman di spx ga bener... Barang Di pesan tanggal 10 ,estimasi tanggal 16 .. Pas udh tanggal 16 barang tidak sampai²... Informasi pengiriman nya krna kendala 2-3 hari Toh juga tidak sampai ... 2 Minggu menunggu tidak sampai... Ujung² nya,,,barang di kembalikan ke penjual Bisa ga sih? Spx itu di bubarkan aja...ga bener Bagusan Kaya awal di J&T dan JNE",1,Negatif
"Belom bisa ngasih bintang 5, aplikasi nya buruk secara sistem, pas masuk gak bisa ngapain ngapain cuma bisa scroll, padahal internet lancar. Kalah jauh sama sistem dari si biru dan si hijau. Udah berbulan-bulan yg dikeluhkan itu terus tapi gak ada perbaikan. Cuma suruh update aps, padahal sama aja.",4,Positif
Sekarang pengirimannya lama. Trus barang di kembalikan ke penjual oleh pihak expedisi tanpa konfir ke saya. Kan jd mengganggu aktivitas sy dlm belanja. Sekarang saya tidak bisa pesan barang dengan cara COD. Katanya krn ada kegagalan pengiriman sebelumnya. Padahal pihak expedisi yg buat. Kita yg kena imbasnya. Aplikasinya juga tambah lemot.,2,
Overall aplikasi ini sudah bagus tetapi tolong kalo di setiap iklan tuh jangan suka nyulik (membawa masuk ke dalam aplikasi padahal saya tidak ingin membukanya) dan juga untuk bug lebih di perbaiki lagi serta di optimalkan untuk aplikasi nya... Terimakasih,4,Positif
nih ya buat expedisi atau pihak shoppe kalo barang ilang itu bantu cariin ke ekspedisi lah jangan diem ajaa gue juga banyak pake duit bukan pake daun !!! ga membantu banget lagi cs shoppe juga expedisi nya yang kurang bagus atau gimna? ga salah sih kalo spx seharusnya dicari kalo barang nya hilang jangan diem doang buat laporan terus di bales malah tetep dinyatakan ulang setidaknya kalo barang nya hilang coba konfirmasi ke pembeli nya jangan ga ada kontek sama sekali.,1,Negatif
"System Belanja dan di respond dgn cepat-proposional,.....cuma saya pernah /ada pengalaman yg dikecewakan oleh penjual/toko, dgn jawaban yg tdk jelas/ transparan atau ada jawaban yg disamar-samarkan / pura'2 blo'on, semoga success selalu buat SHOPEE.",5,Positif
"Woii udh 2 Minggu ini paket saya ngk datang², karena udh pakai ekspedisi spx terlalu lama ngk kayak dulu banyak pilihan ekspedisi, kalo kayak gini ngk bakal pakai shoppe lagi buat belanja online.",1,Negatif
"Saran saja, sebaiknya dibalikkan lagi fitur yang bisa milih exspedisi seperti dulu, soalnya ada beberapa exspedisi yang pengirimannya sangat lama bahkan lewat jauh dari tanggal perkiraan estimasi, ada beberapa pesanan yang dibutuhkan cepat tapi datangnya malah lewat jauh dari tanggal perkiraan",4,Positif
"Mohon lebih slektif dalam bekerjasama dengan ekspedisi pengiriman. Krna yg terjadi terhadap sy. Justru barang sya yg seharusnya sampai malah di return oleh kurir alasan sy MENOLAK,padahal barang belum sampai ke saya tp sudah di kembalikan ke penjual oleh tim ekspedisinya. Auto akun saya gak bisa pakai fitur COD. Ekspedisi SPX",5,Positif
"Makin kesini makin php, barang hadiah hilang ga diganti produk yang sama, malah disuruh pesan lagi, dari gratis jadi bayar, apa gitu itu servis yang bener? Hadiahpun dapat rebutan, ga mudah usahanya, Itu hak customer juga walau hadiah, lagian blender sebesar itu bisa hilang kan lucu, ga sekali 2kali ngalamin paket hilang hanya kata maaf dan template basa basi, gimana dengan yang benar2 butuh, kebangeten payah ga profesional.",1,Negatif
"Shopee kenapa sih sekarang gak bisa pilih ekspedisi kalo COD an, Males banget pake expedisi SPX pengiriman lama banget, padahal udah pilih yg reguler masih aja lelet, bahkan lebih dari seminggu barang belum sampai juga, beda banget sama expedisi yg sebelah emg super cepet barangnya sampai",2,
"tolong untuk aplikasi Shopee, jangan dihapus lah untuk opsi bisa ubah expedisi. karna biar ada kebebasan untuk pelanggan bisa memilih. kalau dipatenkan gitu tidak semua ke daerah expedisi yg telah ditentukan bisa ontime dan customer puas. tolong ini diperhatikan lagi. terima kasih",4,Positif
"Andalan banget si buat belanja online, cuman sebagai affliate kenapa si waktu upload video berkeranjang, suka tiba-tiba dihapus. Padahal udah sesuai, toh produk yang dikeranjang juga, produk yang dibeli gitu. Udah di edit ulang,ditempelin foto produk,eh malah dihapus lagi sama sistem. Tapi video yg bahkan ga nunjukin Produk bisa di approve coba. Ga adil jadinya wkwk, rasanya tuh arrghhh aririmet kesel banget, semoga bisa ditingkatin lagi ya sistem nya hehe 😅",4,Positif
"Kembalikan pengiriman seperti dulu lagi,yg bisa di pilih jasa ekspedisinya tanpa mengorbankan gratis ongkir,tidak seperti sekarang,gratis ongkir hanya berlaku sesuai rekomendasi shopee tapi sekarang rekomendasi shopenya malah aneh-aneh biasa pake jnt",2,
"Saya baru tau ada toko megic ataupun penipuan, oh mengapa banyak banget. Jadi tolong ya pihak shopee jangan bikin pengguna kecewa. Dan satu lagi setiap saya pesan ataupun checkout dengan harga murah pesanan selalu tidak sesuai.",5,Positif
Banyak voucher yg cukup bermanfaat... Harga2 barang juga bersaing... Tp masih agak lemot di banding app sebelah tp bagusnya Koin saat ini juga mulai mudah d dapat.,4,Positif
"TOLONG HAPUS ANTER AJA DARI LIST JASA PENGIRIMAN/EKSPEDISI DIAPLIKASI SHOPEE. TIDAK SEKALI DUA KALI PAKET SAYA DITELANTARKAN DAN LELET DALAM PENGIRIMAN PAKETNYA !!! Update Semakin lama pelayanannya semakin menurun, terlebih untuk jasa kirim internalnya. Biasanya waktu antar 2-4 hari, sekarang malah jadi 6-8 hari. Saya sudah mengalah, biar konsumen saja yang menjemput paketnya karena terlalu lama di transit kota terakhir (berdasarkan update aplikasinya), malah tidak bisa.",1,Negatif
"Dengan hadirnya SPX belanja di shopi sudah tidak asik lg khususnya bagi kami yg berada di pulau, biasanya paket 1 minggu sampai, kami hrus menunggu sampai 1 bulan, diperlukan peninjauan kembali utk mengaplikasikan SPX d pulau. JNT adalah solusi terbaik",2,
"ekspedisinya di pilihin langsung dari Shopee, kalo mau pake yg lain, ga kena gratis ongkir, sedangkan ekspedisi yg dipake ga ada kurir yg ngantar sampe rumah. kalo mengharuskan pake ekspedisi bawaan Shopee, seharunya pastikan dulu bener ke jangkau sampe rumah atau ngga, 3 paket COD semuanya dibatalkan sistem karena cuma sampe dc nya doang, ga ada kurir yg antar sampe rumah. besok mau dicoba lagi sampe barang bener-bener sampe ke saya, ga tau nantinya bakal siapa yg paling banyak rugi.",1,Negatif
"Sistem pengiriman lebih sering memakan waktu lama dan terkadang stuck, hanya mengandalkan garansi tepat waktu, namun waktu yg ditentukan garansi tepat waktu selalu dirubah ditengah proses pengiriman ketika dilihat paket yg lagi proses mengalami stuck, jadi gtw (garansi tepat waktu) yg jadi selogan Shopee hanya sekedar selogan, beberapa kali mengalami perubahan jadwal gtw",2,
"Aplikasi penipuan, baru 1 jam check out, karena salah pesanan, mau dibatalkan malah nunggu persetujuan penjual, Posisinya belum dikonfirmasi penjual, bagusan aplikasi sebelah. Kalau belum dikonfirmasi dicancel bisa.",1,Negatif
"Shopee tambah tidak bagus dulu bisa milih jasa kirim sekarang otomatis akhirnya pengiriman sangat lambat. Saya pesan 2 barang berbeda dihari yang sama tapi shopee otomatis memilih kurir berbeda satu J&t dan satu SPX. Yang J&t udah sampai 1 minggu yang lalu SPX sampai sekarang belum sampai padahal sudah lewat estimasi. Cukup kecewa dengan shopee yang sekarang tidak bisa pilih jasa pengiriman, semoga kedepannya bisa diperbaiki.",1,Negatif
"sekarang di shopee banyak penipu, penjual tidak amanah, pesan barang khususnya elektronik banyak yang palsu atau tidak tersedia padahal di iklan atau di etalase ada. Tolong perbaiki keamanan dan kenyamanan pelanggan saat belanja agar tingkat kepercayaan kembali 100%, soalnya jika sudah tertipu sangat merugikan sekali",1,Negatif
"Makin kesini makin berat nih apk nya, terjadi kesalahan, tidak terhubung dll padahal WiFi lancar bgt (20mbps),Hh juga Ram 4+3Gb. Opsi pengiriman hanya yg rekomendasi shopee baru voucher gratis ongkir bisa di gunakan,kalau ganti jaskim lain voucher tidak berlaku. Mau pake versi lite opsi pengiriman,opsi pembayaran spay, tracking paket tidak ada.🥱😔😔 Makin kesini makin ribet, dan ruwet Lama² pindah server.",1,Negatif
"SEMOGA DITANGGAPI : Mohon untuk lebih selektip lagi dalam perihal kerja sama dengan ekspedisi. Terjadi keterlambatan sampai 2 hari ,bukan ada konvensasi pengganti keterlambatan berupa voucher. Namun mesti dilihat juga costumer CO pun ngitung waktu pengirimannya. Ada beberapa yg emang perlu pas tanggal estimasi di gunakan. Dalam kasus ini barang udah di pick tgl 16 jam 9 pagi, tahu² ada notif gagal kirim di jam 9 malam. 12 jam barang ""jalan²"".yg akhirnya dikirim besoknya.",5,Positif
"Shopee emang bagus dari awal, namun semenjak adanya jasa kirim spx, banyak pesanan yg ga sampai tujuan truss katanya bisa pilih opsi pengiriman nyatanya sistem yg ngatur, jadi tolong kembalikan hak jasa kirim j&t.",3,
"Update terbaru sudah! Jaringan full 4G lte! Clear cache sudah!!!! Tolong kenapa iyah tetap ajah banyak mal fungsi diantaranya: #gak bisa live chat!!!??? #gak bisa nonton live shopee!!!??? #gak bisa transaksi dengan shopepay!!!??? Yang ada cuma muncul buffring white screen dan tulisan "" sedang mendownload fitur ""!!!!, padahal di pake nonton video shopee lancar??? Tolong segera di atasi pihak development untuk unit xiaomi Civi2!!!????",1,Negatif
"Tolong kembalikan kebebasan memilih jasa kirim yg cust mau, krna saya cape bgt pake shopee express standard prosesnya lama bgt, apalgi sicepat dan anteraja, id express jga, pdhal sya sllu blnja di shopee mall agar brang trpercaya, tapi proses dri pngiriman shopee lbih lmbat dri ekspedisi lain, pelayanannya mengecewakan terus, lebih baik kaya dlu, bisa pilih ekspedisi yg disuka krna brang ingin cepat sampai, akun saya adalah akun gk bisa ubah jasa kirim setelah saya pesan, jdi sya agak kecewa,",1,Negatif
"shopee sekarang meskipun ada vocher kaya nggada bedanya, harus ada biaya layanan lah penanganan lah, belum lagi gratis ongkir harus ada minimal pembelian, pengiriman super lama, padahal cuma dari kota sebelah bisa sampe seminggu baru dateng, kek plislahh, kalo banyak biaya tambahan harusnya lebih nyaman belanjanya, saya pribadi sebagai pembeli merasa dirugikan.. mohon ditingkatkan kualitas online shopenya, jangan cuma biayanya yang dinaikan🙂👍",2,
"Bisa ngga iklannya ga sampe mengganggu orang gitu na Apaan coba sampe langsung buka aplikasinya dari iklan itu mengganggu banget, bisa kn hanya d cancel gtu aja hilang iklannya, d cancel malah masuk d aplikasi apaan coba, orang lain juga punya kesibukan. Silahkan bikin iklan tapi Janggan sampe menjengkelkan bgtu. Terlalu banyak iklan yg lain tapi d cancel hilang, ini kalau shopee beda.. di pikir kita tiap hari belajar ga ada kerjaan lain apa.",1,Negatif
"Jadi sekarang shopee lebih buruk dari yang lain.fitur pemilihan jasa kirim buat pembeli hilang cmn ada ket. Reguler dan hemat aja. Gak kayak dulu sebelum buat pesanan ada tulisan/pilihan jnt/JNE dll sekarang sekarep semaunya shopeee, Padahal jasa kirim semua ekspedisi antar daerah itu berbeda beda ada yang ceper dan lambat SUPER.MASYAAALLAH (Tergantung Pada EKSPEDISI. Apa yang dipilih oto shopeee)",1,Negatif
"Saya suka dengan shoope, tapi tolong untuk ekspedisi SPX diperbaiki, lama bangeet. Masa iya udah mau 10 hari nggak nyampe2, padahal udah pilih pengiriman reguler tapi lama kayak pengiriman hemat, untuk ke tampat saya biasanya kalau pakai j&t paling lama 7 hari. Mau ubah ekspedisi tapi gak bisa krn COD. Tolong dong shoope perbaiki!!!",3,
"situs belanja dan jualbeli terlengkap, sangat disayangkan kalau belanja di shopee sekarang pakai kurir SPX dan paket saya selalu dibuka sama pihak ekspedisi (kalau belanjaan sudah di bayar/bukan COD). Ditanya ke abang kurir, ya jawabannya mereka ambil dari tempat sortir sudah dlm keadaan robek packing/lakban sudah dibuka. Semoga kedepannya bisa lebih amanah dlm mengirim barang pembeli.",3,
"pembeli dipaksa untuk menggunakan expedisi SPX, walaupun ada opsi untuk memilih expedisi lain, itu tidak gratis, kembalikan seperti semula, SPX expedisi paling lelet...!!! tolong dikembalikan seperti sebelumnya",1,Negatif
"Tolong diperbaiki seperti dulu dong untuk expedisi pengirimannya memilih sendiri untuk yang gratis ongkir jangan pakai rekomendasi shopee lagi, karena kalau pakai rekomendasi pasti tidak tepat expedisinya pasti waktu datang lama, apalagi expedisi anteraja paling lemot bisa sampai 1 minggu lebih baru datang",1,Negatif
"KEMBALIKAN FITUR PILIH EKSPEDISI, PLEASE !!! Nggak pernah sampai sekecewa ini, nggak sekali duakali dapat ekspedisi yang super lemoot sering lambat nggak tepat waktu, walau diganti voucher garansi tetep nggak bisa ganti kerugian barang telat datang. Tolonglah beri kebijakan yang nggak merugikan. Jangan sampai kita lari ke sebelah karena shopee yang bikin ribet prosesnya. Sekian",2,
Sekarang shopee jadi lambat... entah itu yg salah siapa. Pastinya harusnya ada ketegasan dari shopee. Pesanan saya dari tanggal 07/09/2024 jam 13.07 s.d sekarang Tgl 16/09/2024 belum ada pegerakan di kirim. Status masih menunggu penjembutan/pengambilan oleh pihak Ekspedisi SPX... Saya order di tempat/apk online shop lain sudah pada sampai pesanan yang pesanan saya di tanggal yg sama...,1,Negatif
"Makin hari makin buruk ini aplikasi, anda mengadakan fitur koin tapi anda juga mempersulit kami dalam hal penukaran koinnya, minimal itu koin bisa di cairkan, atau bisa di gunakan untuk belanja semua koinnya tanpa di potong! . Saya beri contoh buruknya, saya punya 600rb koin yg mana seharusnya bisa belanja tanpa bayar lagi tapi ini ketika akan di belanjakan yg bisa di gunakan hanya 40-60rb tiap sekali checkout saja. Tolong di tingkatkan kembali saya sangat kecewa menilai anda baik sebelumnya !",1,Negatif
"Aplikasi tidak bisa dibuka sesudah di-update bukanya tambah bagus fiturnya malahan banyak bug, apk tidak bisa dibuka cuman dihalaman intro pembukaan, apk kedip kedip saat dibuka gimana solusinya, jika ada seseorang yang memiliki hal yang sama terus jika dia melakukan transaksi gimana nanti??, sekian dari saya makasih, semoga diperbaiki lagi untuk bug bug nya",1,Negatif
"Eh aplikasi,, kenapa sekarang nggak bisa pilih jasa pengiriman,, gw biasa pakai shopee express,, jasa pengiriman yg lain ngga jelas,, lama sampainya lah,, ngga tau lokasi alamat gw lah,, banyak masalahnya,, jadi tolong lah balikin pilih jasa pengiriman,,",1,Negatif
"Satu kelemahan shoope adalah ketika ada kerjasama dengan kurir baru ketika kita order pasti auto pkai kurir bersangkutan mau cod, mau spaylater, atau transfer bank sma saja, lebih parahnya itu tidak bsa di rubah contoh transaksi spaylater byar nanti dan cod. Bagi pembeli pemula ini tidak apa"" karena tidak tau performa kurir, tp bagi yg memang sdh sering belanja tentu sdh hafal performa kurir di daerah masing"". Nyusahin sih harus bolak balik pilih toko yg gk pkai kurir bermasalah. #spe ex",1,Negatif
"Shopee sekarang beda dgn dulu . Voucher gratis ongkir dlu bisa di gunakan di semua ekspedisi , tapi skrg cuma berlaku sama ekspedisi yang di rekomendasikan shopee . Kalau mau yg lain ,voucher gratis/potongan ongkir tidak terpakai . Terus kalau mau pakai yang direkomendasikan , pengirimannya lama banget , Estimasinya 2-3 minggu . Maaf yaa shopee kalu begini terus costumernya akan mulai berkurang.",1,Negatif
Parah sih jadi RUGI gara gara di back pas checkout Shopee food trus vouchernya ilang. Coba dong diupdate biar kalo pas checkout voucher terbaiknya otomatis terpasang. Terus selain itu ada restoran yang masuk daftar gratis ongkir extra tapi paket voucher extra nya ga bisa dipake yang 10rb. Truus juga soal paket voucher ongkir seharusnya otomatis terpasang kalo sudah terpenuhi kan jadi RUGI klo lupa,1,Negatif
"Tolong perbaiki status pengiriman SPX express regular, Karena terkadang tidak akurat dengan posisi di Google Mapnya. Di Info Pengiriman barangnya di Sortir Jakarta DC, sedangkan posisi di Google Mapnya ada di Banjarmasin. Dan juga sebelum di Sortir Jakarta DC, statusnya ""pesanan masih dalam perjalanan menuju kota tujuan"" tapi setelahnya malah tetap di Jakarta",3,
"Kecewa dengan aplikasi shopee sekarang, sudah tidak bisa memilih jasa kurir lagi, biasanya saya bisa memilih kurir yang cepat, sekaramg malah memdapat jasa kurir yang lambat, kecewa sekali!",1,Negatif
"Update yang sekarang malah tambah jelek, terutama saat kita selesai Check out barang, kurir pengiriman nya langsung otomatis dari sistem, tidak bisa di ubah seperti sebelumnya, padahal kalau kurir pengiriaman nya bisa di ubah jadi lebih bagus bisa di pilih sesuai kemauan pembeli mau pakai kurir apa pengiriman nya . Semoga update selanjutnya bisa di buat kembali seperti dulu",1,Negatif
"Kak kok sekarang shopee udah gak bisa pilih jasa kirim / ekspedisi sih? Aku dari dulu selalu menghindari salah satu ekspedisi karna kinerjanya gak bagus, kirim paketnya lama banget, dan sekarang gara2 shopee gk bisa pilih ekspedisi mau gak mau aku harus pake ekspedisi itu lagi dan bener kan ternyata paket ku bermasalah lagi di ekspedisi itu. Plis balikin shopee yang dulu kak, adain lagi fitur buyer bisa pilih ekspedisi yang di inginkan biar gak terulang lagi kejadian ini",3,
"Web di dalam aplikasi, sering error, pesan tidak langsung ke sinkron, ini pada dasarnya aplikasi browser khusus buka shoope, jelek bener dari pada aplikasi sejenisnya. Please STOP POP UP. I CAME FOR BUYING NOT LOOKING USELESS ADDS.SPX jasa kirim langsung dari shoope jelek bener kalau bisa bintang minus , saya pilih itu dah.",1,Negatif
"Kecewa banget dengan pilihan Kurir yang sekarang yang diharuskan dgn Spx oleh pihak Shopee, karena terlalu lambat hingga sering merugikan saat pembeli sedang butuh waktu cepat, lebih baik yang sebelumnya bisa pilih kurir sendiri, jika begini terus jadi bikin malas order disini lagi",1,Negatif
"Ada apa dengan SPinjam, 2x Pinjaman cair terus.. Pembayaran juga tidak pernah telat.. knp pas lagi butuh dana. Ajukan pinjaman ke 3 ko di tolak dgn alasan kredit skor saya tidak baik.. Sedangkan shopee meter saya berada di angka 625.. Terus Spaylater saya malah dapat limit tambahan.. Tolong donk pihak shoope d perbaiki sistem SPinjam nya.. kalau sudah di perbaiki saya kembalikan ke bintang 5",3,
Jangan sampai terjerat shopee paylater 5% per bulan dari seluruh total tagihanan dan bunganya gede banget mending beli/ kredit perorangan lebih manusiawi Yok kita kembali hidupkan pasar/ toko kecil sebab uang nya akan selalu berputar belum lagi beli barang yg dikirim tidak sesuai untuk return juga ribet dan jauh mending beli di toko. Pasar aja bisa sama tau dan bisa nego,1,Negatif
"Mau bayar qris pake Shoope pay harus ada iklan muncul, alhasil kepencet dan bikin lama. Ui/ux spt biasa berat banget... Btw padahal penyimpanan masih longgar, sinyal kyat, dan cacge udah bersih. Masih lemot nich berat banget aplikasinya",1,Negatif
"Hallo pihak Shopee, bisakah kembalikan ekspedisi jnt karna cma jnt blm mengalami masalah. Namun jika tidak bisa, maka mohon diperbaiki lagi expedisi SPX. karna ditempat saya kebanyakan lambat sekali sampai. Dan kebanyakan barangnya kalau gak hilang HILANG/YA dikembalikan oleh pihak kurir. Terimakasih!",4,Positif
Sudah transfer tapi pembayaran belum terverifikasi. Uang di rekening berkurang tapi dananya entah nyangkutnya kemana.. coba diberi layanan bukti pembayaran kalo ada komplenan semacam ini. Tambah masalah lagi min.. pengembalian dana dipersulit. Pembayaran gagal terverifikasi setelah minta email minta bukti dari pihak bank. Padahal sudah dikirim struk bukti pembayaran.. wkwkwkk gpp uang transferan pelangganku di korupsi mau lihat bertahan berapa lama lagi jasa ini..,1,Negatif
"minta tolong buat shope, klo rekomendasi ekpidisi itu yg bagus, ekpidisi pengiriman yg namanya udh gede aja msh suka transit lama! lagi knp skrg fitur UBAH pengiriman itu di apus? biar customer yg nentuin sndri ekpidisi nya",2,
"Shopee udh update ke versi terbaru,sinyal stabil..kok sering nge lag nge bug aneh..,kadang"" picture tidak muncul n lelet terus..padahal hp mendukung..,makin lama kurang nyaman memakai shopee",5,Positif
Kalo mau pesanan 1 minggu baru datang.di sini tempat nya. Gk kya lazada 2-3 hari dah nyampe. Untuk diskon barang sama kualitas ok. Cuman pengiriman nya lelet banget. Kadang barang nya udah deket tapi di kirim nya ntah kapan. Malahan hampir 1 minggu baru nyampe.,1,Negatif
Kecewa dgn aplikasi Shopie ini. Pengantaran melalui SPX lama kali. Belum lagi kurirnya yg suka nunda ngantar habis itu main cancel sendiri..nanti yg disalahin pembeli tidak ada di tempat lah atau tak bisa di hubungi lah.,1,Negatif
"1. Banyak penjualnya yg ngk amanah, misalnya jual hp androit dgn harga sangat murah, tapi yg dikirim cuma selembar kertas yg disertai pemaksaan utk memberi bintang 5, ada lagi pesan baju Koko 3 dgn pilihan motif yg beda yg dikirim motifnya sama utk 3 baju 2. Pelacakan pengiriman produk perlu diperbaiki kurang akurat & tidak bisa dikontrol oleh pembeli, tks.",3,
Makin jengkel belanja di shopee Krn pengirimannya terlalu lama dan estimasinya juga ga benar. Keterangan estimasi tiba tgl 7-8 September tapi skrg udah tgl 11 September pesananku blm datang juga Kalau disuruh milih antara dapat voucher 10ribu atau pengiriman cepat gue lebih milih pengiriman cepat dibanding dpt voucher 10rb tp ga guna juga Seandainya voucher 10ribunya itu bisa ditarik ke rekening atau ditukar pulsa jauh lebih bagus dibanding potongan harga 10rb Mending ke lazada dan tiktok,1,Negatif
"kecewa sama kebijakan baru, bisa milih expedisi tp berbayar jika bukan yg rekomendasi dr shopee. Sedangkan SPX itu lama bgt, pengiriman sama2 dr Jakbar musti muter dulu ke Cakung DC. Dilacak udh menuju alamat penerima tau2 berubah lagi",3,
Tolong ya diperbaiki aplikasi shopping nya soalnya klo masuk login suka ngelek tiba2 aja keluar dari aplikasi tolong diperbaiki LG bagi yang bersangkutan. Saya kadang kesel klo lg lihat2 gambar barang tiba-tiba keluar dari aplikasi begitu saja,3,
"shoppe kenapa jasa pengiriman otomatis menjadi spx reguler/ hemat kalo memilih jasa kirim reguler memlilih jasa kirim apa yg saya mau harus bayar ongkir, saya tidak suka dengan jasa pengiriman spx hemat/ reguler karena terlalu lama sekali, apalagi kurirnya saya kurang suka.",1,Negatif
"Dulu kalo mau ngajuin pembatalan pesanan langsung batal secara otomatis. Sekarang harus mesti di acc dulu sama admin toko🤦‍♀️ Segitu malah gak diacc, barang tetap dikirim padahal barang real masih ada di toko belum nyampe ditangan kurir. Udah hubungin toko dan minta agar barang dicancel tapi tetep ngeyel dikirim. Ampun dah. Kalo update harus nya lebih baik kan yaa? Lah ini kenapa tambah bobrok pelayanannya?",1,Negatif
"Dari seluruh ulasan yang ada mayoritas problemnya di jasa ekspedisi yang sekarang ditentukan oleh pihak Shopee. Padahal shopee banyak digunakan karena fleksibel, bisa pilih jasa ekspedisi sesuai keinginan pembeli. Mudah mudahan pihak shopee segera mengembalikan fitur jasa ekspedisi seperti dulu agar customernya gak pada lari ke app sebelah",1,Negatif
"Mohon hapus expedisi ANTERAJA, karna skalipun ada garansi tepat waktu, garansinya selalu diulur menyesuaikan pengiriman, garansi ga berguna, barang ttep aja telat klo udh pake expedisi ANTERAJA",1,Negatif
"Niatnya mau ngasih Review tapi ga bisa upload foto, Aplikasi masih lemot. Live suka ngelag, upload penilaian produk suka gagal di 95%. buka apa² loadingnya masih lama. Tapi promo gratis ongkirnya saya suka. Moga banyak promo kedepannya. Benerin dulu deh servernya biar lancar. Belanja jadi ga dongkol...",1,Negatif
"Saya sudah bertahun-tahun pakai shopee. Cuma sekarang mulai muak dengan expedisinya yang auto SPX yang super lemot itu. Tolong ya kondisikan lagi jasa kirim SPX anda yg super lelet itu. Kembalikan saja seperti dulu,bisa pilih jasa kirim. Atau banyak orang yg akan pindah ke aplikasi lain, karena rata-rata koment disni mengeluhkan hal yang sama. Tolong di tindak lanjuti keluhan pelanggan, atau rating aplikasi ini akan terus turun dan tidak laku lagi.",1,Negatif
"Maaf bgt sblmnya sebenernya bagus"" aja, tpi aplikasi nya suka lemot, klo di klik di keranjang nya suka susah bangettt, pake bgt smpe kesel sendiri, loading nya jga suka lama. Padahal udh di UPDATE. Tolong di perbaiki lgi ya aplikasi nya biar lebih bagus lgi, biar kedepan nya ga lemot lemot lgi,makasi",2,
"Update versi terbaru malah error, Tidak bisa membuat pesanan, Ada notifikasi Yang sangat mengganggu : ""Sedang downloading... Kami sedang memuat fitur. mohon tunggu sebentar"" Udah berkali2 nyoba, Ditunggu lama tetap gabisa, gagal terus buat pesanan.",1,Negatif
"Posisi kita dmn,, cari nya apa,, dptnya dmn?? Pencarian menu food yg sangat aneh. Tolong di permudah dan utamakan wilayah yg terdekat dulu. Contoh: kita cari ""soto"" munculnya dr jarak kita 8-15km. Logis gak?? Sedangkn di jarak terdekat 2 dan 3km ada. Seharusnya dlm ketikan pencarian ketika mengetik kata ""soto"" sudah ada rekomendasi nama resto yg di pilih Cerdas dikit dong biar gk kalah dengan si ijo tetangga sbelah",5,Positif
"Pengiriman jasa kurir nya yang lambat, kalau sdh di buat po oleh si pembeli, desak si penjual untuk segera menyampaikan barang ke jasa kirim, dan jasa kirim (kurirnya) jangan kelamaan sortir, janji tanggal 6-7 dan 8-9, sampai skrng pun masihdi gudang sortir, pembeli di suruh bayar dgn sistem pebayaran yg ada atau tepat waktu, tp aplikasi pihak ketiganya tidak profesional. Pembeli diminta menunggu terus, pembeli kok di setir.",2,
"Ini lah salah satu kelemahan shoppy yg tidak mau berbenah dan tidak mau mendengarkan masukan dan terlalu memaksakan untuk memakai ekspedisi mereka yaitu SPX. Kenapa saat CO otomatis memakai expedisi SPX dan kenapa tidak sepeeti dulu lagi pembeli bebas memilih ekspedisi saat CO. Setiap pakai SPX slalu mengecewakan,estiminasi tidak akurat dan kurir jiga menunda nunda untuk mengantar Kan pesanan ke alamat. Tidak masuk akal pengiriman dalam pulau menggunakan SPX memakan waktu 2 minggu lebih.",1,Negatif
