content,score,Label,text_clean,text_StopWord,text_tokens,text_steamindo,textblob_polarity,textblob_sentiment
". Makin kesini makin kesana ,, begitu masuk beranda video2 terputar dgn otomatis , tidak ada pengaturan pemutaran video otomatis , klo ngga penting2 bnget malas scrol2 dishopee , kebanyakan video putar otomatis ..",2,, makin kesini makin kesana  begitu masuk beranda video terputar dgn otomatis  tidak ada pengaturan pemutaran video otomatis  klo ngga penting bnget malas scrol dishopee  kebanyakan video putar otomatis ,kesini kesana masuk beranda video terputar dgn otomatis pengaturan pemutaran video otomatis klo ngga bnget malas scrol dishopee kebanyakan video putar otomatis,"['kesini', 'kesana', 'masuk', 'beranda', 'video', 'terputar', 'dgn', 'otomatis', 'pengaturan', 'pemutaran', 'video', 'otomatis', 'klo', 'ngga', 'bnget', 'malas', 'scrol', 'dishopee', 'kebanyakan', 'video', 'putar', 'otomatis']",kesini kesana masuk beranda video putar dgn otomatis atur putar video otomatis klo ngga bnget malas scrol dishopee banyak video putar otomatis,0.0,Netral
"Kak bisa gk kalau barang yang mau di kirim di cek dulu saya di Tipu mulu oleh toko toko nya, biar shoope lebih bagus dan terbukti asli dari barangnya, prioritas barang harus di cek terlebih dahulu sebelum dikirim kalau barang nya tidak sesuai untuk pembeli beritahu ke akun yang membeli barang nya, dan akun yang menjual harus di hapus agar pembeli puas untuk membeli produk yang lain, di takut Kan kalo toko² lain nipu mulu ke pembeli, shopee akan berkurang peminatnya. Itu saran saya kak",1,Negatif,kak bisa gk kalau barang yang mau di kirim di cek dulu saya di tipu mulu oleh toko toko nya biar shoope lebih bagus dan terbukti asli dari barangnya prioritas barang harus di cek terlebih dahulu sebelum dikirim kalau barang nya tidak sesuai untuk pembeli beritahu ke akun yang membeli barang nya dan akun yang menjual harus di hapus agar pembeli puas untuk membeli produk yang lain di takut kan kalo toko lain nipu mulu ke pembeli shopee akan berkurang peminatnya itu saran saya kak,kak gk barang kirim cek tipu mulu toko toko nya biar shoope bagus terbukti asli barangnya prioritas barang cek dikirim barang nya sesuai pembeli beritahu akun membeli barang nya akun menjual hapus pembeli puas membeli produk takut kalo toko nipu mulu pembeli shopee berkurang peminatnya saran kak,"['kak', 'gk', 'barang', 'kirim', 'cek', 'tipu', 'mulu', 'toko', 'toko', 'nya', 'biar', 'shoope', 'bagus', 'terbukti', 'asli', 'barangnya', 'prioritas', 'barang', 'cek', 'dikirim', 'barang', 'nya', 'sesuai', 'pembeli', 'beritahu', 'akun', 'membeli', 'barang', 'nya', 'akun', 'menjual', 'hapus', 'pembeli', 'puas', 'membeli', 'produk', 'takut', 'kalo', 'toko', 'nipu', 'mulu', 'pembeli', 'shopee', 'berkurang', 'peminatnya', 'saran', 'kak']",kak gk barang kirim cek tipu mulu toko toko nya biar shoope bagus bukti asli barang prioritas barang cek kirim barang nya sesuai beli beritahu akun beli barang nya akun jual hapus beli puas beli produk takut kalo toko nipu mulu beli shopee kurang minat saran kak,0.0,Netral
"setelah update terbaru beberapa fitur berubah. Sperti pemilih merubah jasa pengiriman, dulu setelah pembayaran sekarang malah sebelum cekout barang. Terkadang untuk kode promosi gratis ongkir malah ikut ngk bisa terpakai klo milih jasa kurir sendiri. Jasa kurir recommended shopee malah dipilih jasa kurir yg lelet padahal reguler, tidak semua jasa kurir sama cepat nya di tiap kabupaten kota. Untuk tampilan layout aplikasi tdk banyak perubahan, tapi masih lebih baik seblum update.",1,Negatif,setelah update terbaru beberapa fitur berubah sperti pemilih merubah jasa pengiriman dulu setelah pembayaran sekarang malah sebelum cekout barang terkadang untuk kode promosi gratis ongkir malah ikut ngk bisa terpakai klo milih jasa kurir sendiri jasa kurir recommended shopee malah dipilih jasa kurir yg lelet padahal reguler tidak semua jasa kurir sama cepat nya di tiap kabupaten kota untuk tampilan layout aplikasi tdk banyak perubahan tapi masih lebih baik seblum update,update terbaru fitur berubah sperti pemilih merubah jasa pengiriman pembayaran cekout barang terkadang kode promosi gratis ongkir ngk terpakai klo milih jasa kurir jasa kurir recommended shopee dipilih jasa kurir yg lelet reguler jasa kurir cepat nya kabupaten kota tampilan layout aplikasi tdk perubahan seblum update,"['update', 'terbaru', 'fitur', 'berubah', 'sperti', 'pemilih', 'merubah', 'jasa', 'pengiriman', 'pembayaran', 'cekout', 'barang', 'terkadang', 'kode', 'promosi', 'gratis', 'ongkir', 'ngk', 'terpakai', 'klo', 'milih', 'jasa', 'kurir', 'jasa', 'kurir', 'recommended', 'shopee', 'dipilih', 'jasa', 'kurir', 'yg', 'lelet', 'reguler', 'jasa', 'kurir', 'cepat', 'nya', 'kabupaten', 'kota', 'tampilan', 'layout', 'aplikasi', 'tdk', 'perubahan', 'seblum', 'update']",update baru fitur ubah sperti pilih rubah jasa kirim bayar cekout barang terkadang kode promosi gratis ongkir ngk pakai klo milih jasa kurir jasa kurir recommended shopee pilih jasa kurir yg lelet reguler jasa kurir cepat nya kabupaten kota tampil layout aplikasi tdk ubah seblum update,0.0,Netral
"Shopee Sangat membantu untuk belanja online,tapi kenepa skrg kita sebagai costumer ga bs memilih expedisi pengiriman,yg tadinya asyik bs memilih expedisi pengiriman tp skrg diatur otomatis dr system shopee, Skrg mulai ga asyik nih shopee",4,Positif,shopee sangat membantu untuk belanja onlinetapi kenepa skrg kita sebagai costumer ga bs memilih expedisi pengirimanyg tadinya asyik bs memilih expedisi pengiriman tp skrg diatur otomatis dr system shopee skrg mulai ga asyik nih shopee,shopee membantu belanja onlinetapi kenepa skrg costumer ga bs memilih expedisi pengirimanyg asyik bs memilih expedisi pengiriman tp skrg diatur otomatis dr system shopee skrg ga asyik nih shopee,"['shopee', 'membantu', 'belanja', 'onlinetapi', 'kenepa', 'skrg', 'costumer', 'ga', 'bs', 'memilih', 'expedisi', 'pengirimanyg', 'asyik', 'bs', 'memilih', 'expedisi', 'pengiriman', 'tp', 'skrg', 'diatur', 'otomatis', 'dr', 'system', 'shopee', 'skrg', 'ga', 'asyik', 'nih', 'shopee']",shopee bantu belanja onlinetapi kenepa skrg costumer ga bs pilih expedisi pengirimanyg asyik bs pilih expedisi kirim tp skrg atur otomatis dr system shopee skrg ga asyik nih shopee,0.0,Netral
"parah banget sekarang shopee, ekspedisi harus dia yg tentuin, pakai SPX pula yg udah jelas"" selalu bermasalah di kurir nya dan selalu dapat rating jelek, mau ganti ekspedisi harus bayar tidak ada lagi gratis, fix gak bakal belanja disini lagi, sudah mudah di buat ribet dan makin kesini juga semakin cari untung terus, sekarang malah soal ekspedisi yg di otak atik, plisss lah kalau mau tetap di percaya sama customer tolong jgn banyak perubahan"" yg sangat merugikan customer.",1,Negatif,parah banget sekarang shopee ekspedisi harus dia yg tentuin pakai spx pula yg udah jelas selalu bermasalah di kurir nya dan selalu dapat rating jelek mau ganti ekspedisi harus bayar tidak ada lagi gratis fix gak bakal belanja disini lagi sudah mudah di buat ribet dan makin kesini juga semakin cari untung terus sekarang malah soal ekspedisi yg di otak atik plisss lah kalau mau tetap di percaya sama customer tolong jgn banyak perubahan yg sangat merugikan customer,parah banget shopee ekspedisi yg tentuin pakai spx yg udah bermasalah kurir nya rating jelek ganti ekspedisi bayar gratis fix gak belanja mudah ribet kesini cari untung ekspedisi yg otak atik plisss percaya customer tolong jgn perubahan yg merugikan customer,"['parah', 'banget', 'shopee', 'ekspedisi', 'yg', 'tentuin', 'pakai', 'spx', 'yg', 'udah', 'bermasalah', 'kurir', 'nya', 'rating', 'jelek', 'ganti', 'ekspedisi', 'bayar', 'gratis', 'fix', 'gak', 'belanja', 'mudah', 'ribet', 'kesini', 'cari', 'untung', 'ekspedisi', 'yg', 'otak', 'atik', 'plisss', 'percaya', 'customer', 'tolong', 'jgn', 'perubahan', 'yg', 'merugikan', 'customer']",parah banget shopee ekspedisi yg tentuin pakai spx yg udah masalah kurir nya rating jelek ganti ekspedisi bayar gratis fix gak belanja mudah ribet kesini cari untung ekspedisi yg otak atik plisss percaya customer tolong jgn ubah yg rugi customer,0.0,Netral
"hadeee kenpa menu pilih pengiriman itu di hilangkan apahal bagus klw ada menu itu,,,untuk pilih jasa pengiriman karen tidak semua jasa pengiriman itu bagus..karna apa tdk bagus ada jasa tertentu yg tdk mau kirimkn paket ke tempat saya...saya yg harus pergi ambil sendiri,,pada hal ongkir sdh d bayar. klw bisa kembalikan lagi menu pilih jasa pengiriman.",1,Negatif,hadeee kenpa menu pilih pengiriman itu di hilangkan apahal bagus klw ada menu ituuntuk pilih jasa pengiriman karen tidak semua jasa pengiriman itu baguskarna apa tdk bagus ada jasa tertentu yg tdk mau kirimkn paket ke tempat sayasaya yg harus pergi ambil sendiripada hal ongkir sdh d bayar klw bisa kembalikan lagi menu pilih jasa pengiriman,hadeee kenpa menu pilih pengiriman hilangkan apahal bagus klw menu ituuntuk pilih jasa pengiriman karen jasa pengiriman baguskarna tdk bagus jasa yg tdk kirimkn paket sayasaya yg pergi ambil sendiripada ongkir sdh d bayar klw kembalikan menu pilih jasa pengiriman,"['hadeee', 'kenpa', 'menu', 'pilih', 'pengiriman', 'hilangkan', 'apahal', 'bagus', 'klw', 'menu', 'ituuntuk', 'pilih', 'jasa', 'pengiriman', 'karen', 'jasa', 'pengiriman', 'baguskarna', 'tdk', 'bagus', 'jasa', 'yg', 'tdk', 'kirimkn', 'paket', 'sayasaya', 'yg', 'pergi', 'ambil', 'sendiripada', 'ongkir', 'sdh', 'd', 'bayar', 'klw', 'kembalikan', 'menu', 'pilih', 'jasa', 'pengiriman']",hadeee kenpa menu pilih kirim hilang apahal bagus klw menu ituuntuk pilih jasa kirim karen jasa kirim baguskarna tdk bagus jasa yg tdk kirimkn paket sayasaya yg pergi ambil sendiripada ongkir sdh d bayar klw kembali menu pilih jasa kirim,0.0,Netral
"SHOPEE udah gak kaya dulu lagi, pengiriman sekarang tidak bisa memilih ekspedisi,spx express pengiriman sangat buruk ,tolong kembalikan untuk bisa pilih jnt ,dan kasih subsidi ongkir ,mending ke apk sebelah deh ,lebih cepet trs free ongkir",1,Negatif,shopee udah gak kaya dulu lagi pengiriman sekarang tidak bisa memilih ekspedisispx express pengiriman sangat buruk tolong kembalikan untuk bisa pilih jnt dan kasih subsidi ongkir mending ke apk sebelah deh lebih cepet trs free ongkir,shopee udah gak kaya pengiriman memilih ekspedisispx express pengiriman buruk tolong kembalikan pilih jnt kasih subsidi ongkir mending apk sebelah deh cepet trs free ongkir,"['shopee', 'udah', 'gak', 'kaya', 'pengiriman', 'memilih', 'ekspedisispx', 'express', 'pengiriman', 'buruk', 'tolong', 'kembalikan', 'pilih', 'jnt', 'kasih', 'subsidi', 'ongkir', 'mending', 'apk', 'sebelah', 'deh', 'cepet', 'trs', 'free', 'ongkir']",shopee udah gak kaya kirim pilih ekspedisispx express kirim buruk tolong kembali pilih jnt kasih subsidi ongkir mending apk belah deh cepet trs free ongkir,0.4,Positif
"Aplikasinya sebenarnya bagus tapi akhir2 ini dikecewakan dengan jasa kirim dari shopee sendiri. Kasian seller yang sudah capek live agar barang terjual tapi jasa kirim dari shopee lama pengirimannya. Dan saat komplain dengan mudahnya cs memberikan solusi untuk pengembalian dana , kalau dikembalikan dana bagaimana dengan voucher yg terpakai otomatis tidak bisa digunakan kembali. Padahal sebagai pembeli kita menginginkan harga murah dengan barang kualitas bagus. Tingkatkan kualitas jasa kirim SPX",4,Positif,aplikasinya sebenarnya bagus tapi akhir ini dikecewakan dengan jasa kirim dari shopee sendiri kasian seller yang sudah capek live agar barang terjual tapi jasa kirim dari shopee lama pengirimannya dan saat komplain dengan mudahnya cs memberikan solusi untuk pengembalian dana  kalau dikembalikan dana bagaimana dengan voucher yg terpakai otomatis tidak bisa digunakan kembali padahal sebagai pembeli kita menginginkan harga murah dengan barang kualitas bagus tingkatkan kualitas jasa kirim spx,aplikasinya bagus dikecewakan jasa kirim shopee kasian seller capek live barang terjual jasa kirim shopee pengirimannya komplain mudahnya cs solusi pengembalian dana dikembalikan dana voucher yg terpakai otomatis pembeli harga murah barang kualitas bagus tingkatkan kualitas jasa kirim spx,"['aplikasinya', 'bagus', 'dikecewakan', 'jasa', 'kirim', 'shopee', 'kasian', 'seller', 'capek', 'live', 'barang', 'terjual', 'jasa', 'kirim', 'shopee', 'pengirimannya', 'komplain', 'mudahnya', 'cs', 'solusi', 'pengembalian', 'dana', 'dikembalikan', 'dana', 'voucher', 'yg', 'terpakai', 'otomatis', 'pembeli', 'harga', 'murah', 'barang', 'kualitas', 'bagus', 'tingkatkan', 'kualitas', 'jasa', 'kirim', 'spx']",aplikasi bagus kecewa jasa kirim shopee kasi seller capek live barang jual jasa kirim shopee kirim komplain mudah cs solusi kembali dana kembali dana voucher yg pakai otomatis beli harga murah barang kualitas bagus tingkat kualitas jasa kirim spx,0.13636363636363635,Positif
"Males sekarang belanja di Shopee , pengiriman.a tidak bisa memilih , sesuai rekomendasi Shopee , rekomendasi di arahin ke spx Mulu, mentang2 yg punya.a Shopee , klu mau pake expedisi lain kena ongkir,,, Enakan pake Shopee yg dulu dari pada yg sekarang!!!",1,Negatif,males sekarang belanja di shopee  pengirimana tidak bisa memilih  sesuai rekomendasi shopee  rekomendasi di arahin ke spx mulu mentang yg punyaa shopee  klu mau pake expedisi lain kena ongkir enakan pake shopee yg dulu dari pada yg sekarang,males belanja shopee pengirimana memilih sesuai rekomendasi shopee rekomendasi arahin spx mulu mentang yg punyaa shopee klu pake expedisi kena ongkir enakan pake shopee yg yg,"['males', 'belanja', 'shopee', 'pengirimana', 'memilih', 'sesuai', 'rekomendasi', 'shopee', 'rekomendasi', 'arahin', 'spx', 'mulu', 'mentang', 'yg', 'punyaa', 'shopee', 'klu', 'pake', 'expedisi', 'kena', 'ongkir', 'enakan', 'pake', 'shopee', 'yg', 'yg']",males belanja shopee pengirimana pilih sesuai rekomendasi shopee rekomendasi arahin spx mulu mentang yg punyaa shopee klu pake expedisi kena ongkir enak pake shopee yg yg,0.0,Netral
"Tampilan updetan yang sekarang 9.9 kok jelek banget ya, tampilan kemas, di kirim, dll kok jadi lebih besar ? di lacak, hubungi penjual juga lebih besar tampilannya. Gak enak banget di lihat, masih lebih bagus tampilan sebelumnya, jadi gak bikin full layar juga",4,Positif,tampilan updetan yang sekarang  kok jelek banget ya tampilan kemas di kirim dll kok jadi lebih besar  di lacak hubungi penjual juga lebih besar tampilannya gak enak banget di lihat masih lebih bagus tampilan sebelumnya jadi gak bikin full layar juga,tampilan updetan jelek banget ya tampilan kemas kirim dll lacak hubungi penjual tampilannya gak enak banget lihat bagus tampilan gak bikin full layar,"['tampilan', 'updetan', 'jelek', 'banget', 'ya', 'tampilan', 'kemas', 'kirim', 'dll', 'lacak', 'hubungi', 'penjual', 'tampilannya', 'gak', 'enak', 'banget', 'lihat', 'bagus', 'tampilan', 'gak', 'bikin', 'full', 'layar']",tampil updetan jelek banget ya tampil kemas kirim dll lacak hubung jual tampil gak enak banget lihat bagus tampil gak bikin full layar,0.35,Positif
"Untuk garansi bebas pengembalian tidaklah mudah ,proses berbelit, memihak toko yg memang lumayan besar , kemungkinan di blokir toko jg sering terjadi, memang pemilik toko di shopi sekarang agak arrogant,mungkin karena konsumen yg tidak terpercaya juga,tapi itu memang resiko online seperti konsumen yg jg beresiko belanja online tidak nyaman pas barang tiba2 tidak sesuai ekspektasi,",3,,untuk garansi bebas pengembalian tidaklah mudah proses berbelit memihak toko yg memang lumayan besar  kemungkinan di blokir toko jg sering terjadi memang pemilik toko di shopi sekarang agak arrogantmungkin karena konsumen yg tidak terpercaya jugatapi itu memang resiko online seperti konsumen yg jg beresiko belanja online tidak nyaman pas barang tiba tidak sesuai ekspektasi,garansi bebas pengembalian mudah proses berbelit toko yg lumayan blokir toko jg pemilik toko shopi arrogantmungkin konsumen yg terpercaya jugatapi resiko online konsumen yg jg beresiko belanja online nyaman pas barang sesuai ekspektasi,"['garansi', 'bebas', 'pengembalian', 'mudah', 'proses', 'berbelit', 'toko', 'yg', 'lumayan', 'blokir', 'toko', 'jg', 'pemilik', 'toko', 'shopi', 'arrogantmungkin', 'konsumen', 'yg', 'terpercaya', 'jugatapi', 'resiko', 'online', 'konsumen', 'yg', 'jg', 'beresiko', 'belanja', 'online', 'nyaman', 'pas', 'barang', 'sesuai', 'ekspektasi']",garansi bebas kembali mudah proses belit toko yg lumayan blokir toko jg milik toko shopi arrogantmungkin konsumen yg percaya jugatapi resiko online konsumen yg jg resiko belanja online nyaman pas barang sesuai ekspektasi,0.0,Netral
"tolong untuk aplikasi lebih di perbaiki lagi karena ada beberapa kendala saat buka aplikasinya. mulai dari scrolling, lihat keranjang, masuk ke profil, dan hampir semua aktivitas di aplikasi nge-bug dan lambat. saya sudah update dan jaringan saya stabil, tetapi tidak ada perubahan disitu. tolong di perbaiki dan di tinjau kembali. nanti kalau sudah membaik saya edit ulasan☺️",1,Negatif,tolong untuk aplikasi lebih di perbaiki lagi karena ada beberapa kendala saat buka aplikasinya mulai dari scrolling lihat keranjang masuk ke profil dan hampir semua aktivitas di aplikasi ngebug dan lambat saya sudah update dan jaringan saya stabil tetapi tidak ada perubahan disitu tolong di perbaiki dan di tinjau kembali nanti kalau sudah membaik saya edit ulasan,tolong aplikasi perbaiki kendala buka aplikasinya scrolling lihat keranjang masuk profil aktivitas aplikasi ngebug lambat update jaringan stabil perubahan disitu tolong perbaiki tinjau membaik edit ulasan,"['tolong', 'aplikasi', 'perbaiki', 'kendala', 'buka', 'aplikasinya', 'scrolling', 'lihat', 'keranjang', 'masuk', 'profil', 'aktivitas', 'aplikasi', 'ngebug', 'lambat', 'update', 'jaringan', 'stabil', 'perubahan', 'disitu', 'tolong', 'perbaiki', 'tinjau', 'membaik', 'edit', 'ulasan']",tolong aplikasi baik kendala buka aplikasi scrolling lihat keranjang masuk profil aktivitas aplikasi ngebug lambat update jaring stabil ubah situ tolong baik tinjau baik edit ulas,0.0,Netral
"Ini kenapa udah 3bulan terahr ini. Saldo penjualan sering kepotong ""subtotal pengiriman"". Padahal berat produk tdk pernah melebihi batas, yg mengakibatkan pembengkak'an ongkir. Tempat pengiriman juga masih 1 area. Bahkan masih 1 kelurahan.. stiap minggu mesti komplain. Sekali komplain bisa lebih dr 5 resi. Kemarin sampai 11 resi. Ini mash ada lg beberapa yg belum tak komplain.🤦‍♂️🤦‍♂️. Temen2 penjual yg lain malah pada gak tau karna katanya pada gak ngecek.",2,,ini kenapa udah bulan terahr ini saldo penjualan sering kepotong subtotal pengiriman padahal berat produk tdk pernah melebihi batas yg mengakibatkan pembengkakan ongkir tempat pengiriman juga masih  area bahkan masih  kelurahan stiap minggu mesti komplain sekali komplain bisa lebih dr  resi kemarin sampai  resi ini mash ada lg beberapa yg belum tak komplain temen penjual yg lain malah pada gak tau karna katanya pada gak ngecek,udah terahr saldo penjualan kepotong subtotal pengiriman berat produk tdk melebihi batas yg mengakibatkan pembengkakan ongkir pengiriman area kelurahan stiap minggu mesti komplain komplain dr resi kemarin resi mash lg yg komplain temen penjual yg gak tau karna gak ngecek,"['udah', 'terahr', 'saldo', 'penjualan', 'kepotong', 'subtotal', 'pengiriman', 'berat', 'produk', 'tdk', 'melebihi', 'batas', 'yg', 'mengakibatkan', 'pembengkakan', 'ongkir', 'pengiriman', 'area', 'kelurahan', 'stiap', 'minggu', 'mesti', 'komplain', 'komplain', 'dr', 'resi', 'kemarin', 'resi', 'mash', 'lg', 'yg', 'komplain', 'temen', 'penjual', 'yg', 'gak', 'tau', 'karna', 'gak', 'ngecek']",udah terahr saldo jual potong subtotal kirim berat produk tdk lebih batas yg akibat bengkak ongkir kirim area lurah stiap minggu mesti komplain komplain dr resi kemarin resi mash lg yg komplain temen jual yg gak tau karna gak ngecek,0.0,Netral
Kenapa cod sy diblokir. Dan kenapa banyak barang palsu di shopy kok masih bebas jual. Tolong yg sportive. Dan kalau sy order tidak sesuai sy bayar. Trs dikembalihkan uang tidak kembali sepenuhnya. Toko tiba tiba langsung keluar. Apa shopy mau tanggung kawab.padahal sy mau chat. Terus order hp dapat tangkai bunga. Apa shopy tau. Tolong kalau pingin sukses kedepannya. Buat shopy. Terimakasi.SPORTIVE LAH PIHAK SHOPY. SAYA SELAMA INI UDA DIRUGIHAKAN SAMA TOKO TOKO YANG JUAL DISHOPY. TERIMAKASI.,1,Negatif,kenapa cod sy diblokir dan kenapa banyak barang palsu di shopy kok masih bebas jual tolong yg sportive dan kalau sy order tidak sesuai sy bayar trs dikembalihkan uang tidak kembali sepenuhnya toko tiba tiba langsung keluar apa shopy mau tanggung kawabpadahal sy mau chat terus order hp dapat tangkai bunga apa shopy tau tolong kalau pingin sukses kedepannya buat shopy terimakasisportive lah pihak shopy saya selama ini uda dirugihakan sama toko toko yang jual dishopy terimakasi,cod sy diblokir barang palsu shopy bebas jual tolong yg sportive sy order sesuai sy bayar trs dikembalihkan uang sepenuhnya toko langsung shopy tanggung kawabpadahal sy chat order hp tangkai bunga shopy tau tolong pingin sukses kedepannya shopy terimakasisportive shopy uda dirugihakan toko toko jual dishopy terimakasi,"['cod', 'sy', 'diblokir', 'barang', 'palsu', 'shopy', 'bebas', 'jual', 'tolong', 'yg', 'sportive', 'sy', 'order', 'sesuai', 'sy', 'bayar', 'trs', 'dikembalihkan', 'uang', 'sepenuhnya', 'toko', 'langsung', 'shopy', 'tanggung', 'kawabpadahal', 'sy', 'chat', 'order', 'hp', 'tangkai', 'bunga', 'shopy', 'tau', 'tolong', 'pingin', 'sukses', 'kedepannya', 'shopy', 'terimakasisportive', 'shopy', 'uda', 'dirugihakan', 'toko', 'toko', 'jual', 'dishopy', 'terimakasi']",cod sy blokir barang palsu shopy bebas jual tolong yg sportive sy order sesuai sy bayar trs dikembalihkan uang sepenuh toko langsung shopy tanggung kawabpadahal sy chat order hp tangkai bunga shopy tau tolong pingin sukses depan shopy terimakasisportive shopy uda dirugihakan toko toko jual dishopy terimakasi,0.0,Netral
"Shopee, tolong kembalikan fitur ubah ekspedisi pengirimannya. Saya sebagai langganan setia Shopee Xpress yang selalu satset greget kalo ekpedisi lain. Kalau sama satsetnya masih oke, tapi ekpedisi yang mode slowmotion ini meresahkan. Tolonglah kembalikan fitur ubah ekpedisinya",5,Positif,shopee tolong kembalikan fitur ubah ekspedisi pengirimannya saya sebagai langganan setia shopee xpress yang selalu satset greget kalo ekpedisi lain kalau sama satsetnya masih oke tapi ekpedisi yang mode slowmotion ini meresahkan tolonglah kembalikan fitur ubah ekpedisinya,shopee tolong kembalikan fitur ubah ekspedisi pengirimannya langganan setia shopee xpress satset greget kalo ekpedisi satsetnya oke ekpedisi mode slowmotion meresahkan tolonglah kembalikan fitur ubah ekpedisinya,"['shopee', 'tolong', 'kembalikan', 'fitur', 'ubah', 'ekspedisi', 'pengirimannya', 'langganan', 'setia', 'shopee', 'xpress', 'satset', 'greget', 'kalo', 'ekpedisi', 'satsetnya', 'oke', 'ekpedisi', 'mode', 'slowmotion', 'meresahkan', 'tolonglah', 'kembalikan', 'fitur', 'ubah', 'ekpedisinya']",shopee tolong kembali fitur ubah ekspedisi kirim langgan setia shopee xpress satset greget kalo ekpedisi satsetnya oke ekpedisi mode slowmotion resah tolong kembali fitur ubah ekpedisinya,0.0,Netral
Sungguh mengecewakan opsi pengiriman lain tidak ada lagi hanya muncul SPX aja dimana pengiriman nya lama barang gak di antar gak ada pemberitahuan tiba-tiba barang udah kembali ke penjual.,1,Negatif,sungguh mengecewakan opsi pengiriman lain tidak ada lagi hanya muncul spx aja dimana pengiriman nya lama barang gak di antar gak ada pemberitahuan tibatiba barang udah kembali ke penjual,sungguh mengecewakan opsi pengiriman muncul spx aja dimana pengiriman nya barang gak gak pemberitahuan tibatiba barang udah penjual,"['sungguh', 'mengecewakan', 'opsi', 'pengiriman', 'muncul', 'spx', 'aja', 'dimana', 'pengiriman', 'nya', 'barang', 'gak', 'gak', 'pemberitahuan', 'tibatiba', 'barang', 'udah', 'penjual']",sungguh kecewa opsi kirim muncul spx aja mana kirim nya barang gak gak pemberitahuan tibatiba barang udah jual,0.0,Netral
"dari dulu suka banget pake shopee, tapi skrg jadi males walaupun promo ongkir banyak, karena otomatis expedisinya pake SPX, sdgkn di daerah ku SPX payah banget, paket"" banyak yg ditimbun di gudang gak pernah di antar tau tau di retur, malah jadi bikin susah kita,apalgi kalo udah bayar jadi ribet banget",2,,dari dulu suka banget pake shopee tapi skrg jadi males walaupun promo ongkir banyak karena otomatis expedisinya pake spx sdgkn di daerah ku spx payah banget paket banyak yg ditimbun di gudang gak pernah di antar tau tau di retur malah jadi bikin susah kitaapalgi kalo udah bayar jadi ribet banget,suka banget pake shopee skrg males promo ongkir otomatis expedisinya pake spx sdgkn daerah ku spx payah banget paket yg ditimbun gudang gak tau tau retur bikin susah kitaapalgi kalo udah bayar ribet banget,"['suka', 'banget', 'pake', 'shopee', 'skrg', 'males', 'promo', 'ongkir', 'otomatis', 'expedisinya', 'pake', 'spx', 'sdgkn', 'daerah', 'ku', 'spx', 'payah', 'banget', 'paket', 'yg', 'ditimbun', 'gudang', 'gak', 'tau', 'tau', 'retur', 'bikin', 'susah', 'kitaapalgi', 'kalo', 'udah', 'bayar', 'ribet', 'banget']",suka banget pake shopee skrg males promo ongkir otomatis expedisinya pake spx sdgkn daerah ku spx payah banget paket yg timbun gudang gak tau tau retur bikin susah kitaapalgi kalo udah bayar ribet banget,0.0,Netral
Barang yg dijual memang berkualitas. Tapi lama kelamaan biaya untuk pelayanannya engga masuk akal terlalu mahal dan banyak bgt. Apalagi klo pesan shopee foodnya. Tolonglah untuk biaya pelayanan jgn mahal² dan kebanyakan untuk customer. Percuma ada voucher gratis lainnya tpi di bengkak dibiaya layanan. Makasih,1,Negatif,barang yg dijual memang berkualitas tapi lama kelamaan biaya untuk pelayanannya engga masuk akal terlalu mahal dan banyak bgt apalagi klo pesan shopee foodnya tolonglah untuk biaya pelayanan jgn mahal dan kebanyakan untuk customer percuma ada voucher gratis lainnya tpi di bengkak dibiaya layanan makasih,barang yg dijual berkualitas biaya pelayanannya engga masuk akal mahal bgt klo pesan shopee foodnya tolonglah biaya pelayanan jgn mahal kebanyakan customer voucher gratis tpi bengkak dibiaya layanan makasih,"['barang', 'yg', 'dijual', 'berkualitas', 'biaya', 'pelayanannya', 'engga', 'masuk', 'akal', 'mahal', 'bgt', 'klo', 'pesan', 'shopee', 'foodnya', 'tolonglah', 'biaya', 'pelayanan', 'jgn', 'mahal', 'kebanyakan', 'customer', 'voucher', 'gratis', 'tpi', 'bengkak', 'dibiaya', 'layanan', 'makasih']",barang yg jual kualitas biaya layan engga masuk akal mahal bgt klo pesan shopee foodnya tolong biaya layan jgn mahal banyak customer voucher gratis tpi bengkak biaya layan makasih,0.0,Netral
